file	format	type	num_seqs	sum_len	min_len	avg_len	max_len	Q1	Q2	Q3	sum_gap	N50	N50_num	Q20(%)	Q30(%)	AvgQual	GC(%)	sum_n
mgnifams_v2.fa	FASTA	Protein	26949	5317462	100	197.3	5298	122.0	160.0	212.0	0	198	753	0.00	0.00	0.00	8.50	252640
